gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0.9844995549017731,-0.4939127779123822,-0.9037817576319388,-0.586424018753489,-0.7833556764258971,-3.1148238569098043,0.03342689709846875,-1.2686132681358677,-0.7835655187168837,-0.9181033388356781,-0.9194005581556799,-0.7738919584320936,1.145753321589549,1.1437817774332133,-0.6673134004787332,0.7495100787664859,0.35293019269243764,-0.7781232125143019,-0.7394420013527846,1
-1.0157444917278537,2.0246489759319304,-0.9037817576319388,-0.586424018753489,-0.8247209538999982,0.32104544139201924,1.0842849746315815,0.21094529996826958,-0.7835655187168837,-0.9181033388356781,-0.9194005581556799,-0.7738919584320936,-1.048534111272459,-1.0503100985364648,-0.6673134004787332,0.7495100787664859,0.35293019269243764,0.27735329282010335,-0.6543615020190136,1
0.9844995549017731,-0.4939127779123822,-0.9037817576319388,-0.586424018753489,0.7471595901158415,-3.1148238569098043,0.03342689709846875,-1.2686132681358677,-0.7835655187168837,1.3166991886723916,-0.9194005581556799,-0.7738919584320936,-1.048534111272459,-1.0503100985364648,-0.6673134004787332,-1.334204873729998,-1.61721203238893,-1.3032532036361972,-0.3031236017285967,1
-1.0157444917278537,-0.4939127779123822,1.106461810670055,1.7052507537559836,0.7885248675899426,0.32104544139201924,-1.0174311804346439,-1.2686132681358677,-0.7835655187168837,1.3166991886723916,-0.9194005581556799,1.5955633334282557,-1.048534111272459,1.1437817774332133,1.9160955968666427,-1.334204873729998,-1.61721203238893,-0.13822971339888002,0.4354132587192316,0
0.9844995549017731,-0.4939127779123822,-0.9037817576319388,-0.586424018753489,-0.9901820637964024,0.32104544139201924,-1.0174311804346439,1.690503868072407,0.39445932816703916,0.1992979249183566,0.19764891226052062,0.41083568749808097,0.04860960515854492,0.046735839448374276,-0.6673134004787332,0.7495100787664859,1.3380013052331214,-1.6736263430698517,-0.8988686505444999,0
0.9844995549017731,2.0246489759319304,-0.9037817576319388,-0.586424018753489,0.4576026477971342,0.32104544139201924,1.0842849746315815,0.21094529996826958,-0.7835655187168837,-0.9181033388356781,-0.9194005581556799,-0.7738919584320936,1.145753321589549,1.1437817774332133,-0.6673134004787332,0.7495100787664859,-1.61721203238893,0.969412022841674,0.7766430234518484,1
-1.0157444917278537,-0.4939127779123822,-0.9037817576319388,-0.586424018753489,0.37487209284893214,-3.1148238569098043,0.03342689709846875,-1.2686132681358677,-0.7835655187168837,-0.9181033388356781,-0.9194005581556799,1.5955633334282557,-1.048534111272459,-1.0503100985364648,-0.6673134004787332,-1.334204873729998,-0.6321409198482463,-1.3623737986631654,-0.48765001946209674,1
-1.0157444917278537,-0.4939127779123822,1.106461810670055,-0.586424018753489,-0.8660862313740992,0.32104544139201924,-1.0174311804346439,0.21094529996826958,-0.7835655187168837,-0.9181033388356781,-0.9194005581556799,-0.7738919584320936,1.145753321589549,-1.0503100985364648,-0.6673134004787332,0.7495100787664859,0.35293019269243764,0.46340928305203294,-0.6677964595025006,1
-1.0157444917278537,-0.4939127779123822,1.106461810670055,1.7052507537559836,-1.0315473412705034,0.32104544139201924,-1.0174311804346439,0.21094529996826958,-0.7835655187168837,-0.9181033388356781,-0.9194005581556799,-0.7738919584320936,1.145753321589549,-1.0503100985364648,-0.6673134004787332,0.7495100787664859,0.35293019269243764,0.44949855481039364,-0.8208460427265473,0
-1.0157444917278537,-0.4939127779123822,-0.9037817576319388,-0.586424018753489,-1.0729126187446045,0.32104544139201924,-1.0174311804346439,1.690503868072407,0.39445932816703916,0.1992979249183566,0.19764891226052062,0.41083568749808097,0.04860960515854492,0.046735839448374276,-0.6673134004787332,-1.334204873729998,-1.61721203238893,-1.7049254816135406,-0.9054045758067367,0
